id,first_name,last_name,email,phone,date_of_birth,gender,loyalty_tier,is_active,created_at
1698,Isabelle,Schmidt,isabelle.schmidt1221@gmail.com,(510) 694-5868,1998-01-19,F,bronze,1,2023-08-21T07:56:44Z
1699,Dean,Warren,dean.warren6934@hotmail.com,(941) 859-6256,1981-08-13,M,bronze,0,2023-08-21T09:11:13Z
1700,Maxwell,Black,maxwell.black7349@gmail.com,(913) 283-4462,1965-02-05,M,bronze,1,2023-08-21T14:42:58Z
1701,Paul,Collins,paul.collins139@metlife.com,(602) 376-9797,1978-03-11,M,bronze,1,2023-08-21T20:00:57Z
1702,Dominic,Wood,dominic.wood8413@vanguard.com,(260) 692-2908,1984-04-13,M,bronze,0,2023-08-22T03:12:59Z
1703,Bonnie,Kelley,bonnie.kelley2102@aol.com,(214) 953-3365,1977-09-11,F,gold,1,2023-08-22T05:40:02Z
1704,Josephine,Cook,josephine.cook4318@yahoo.com,(702) 566-5544,1994-09-14,F,gold,1,2023-08-23T06:15:48Z
1705,Kaiden,Pierce,kaiden.pierce1891@icloud.com,(310) 517-1656,1984-02-07,M,bronze,1,2023-08-23T07:51:00Z
1706,Tiffany,Reynolds,tiffany.reynolds4388@me.com,(202) 870-7607,1978-04-19,F,bronze,1,2023-08-23T20:38:50Z
1707,Lawrence,Goodwin,lawrence.goodwin5130@icloud.com,(260) 713-3881,2003-02-05,M,silver,1,2023-08-23T22:50:13Z
1708,Joyce,Sanchez,joyce.sanchez3759@icloud.com,(513) 370-7725,1977-01-09,F,silver,1,2023-08-24T11:27:54Z
1709,Jasper,Franklin,jasper.franklin8312@gmail.com,(858) 789-0326,1981-05-22,M,silver,1,2023-08-24T19:22:48Z
1710,Tina,Chen,tina.chen1635@gmail.com,(602) 781-5139,1966-03-19,F,gold,1,2023-08-25T21:21:38Z
1711,Lincoln,Garza,lincoln.garza2452@gmail.com,(502) 848-5225,1965-02-27,M,silver,1,2023-08-26T12:42:02Z
1712,Jaxon,Perez,jaxon.perez7527@gmail.com,(719) 707-8855,1986-06-01,M,silver,1,2023-08-27T02:19:44Z
1713,Frank,Hunt,frank.hunt6382@gmail.com,(304) 758-2827,2000-09-18,M,bronze,1,2023-08-27T18:32:13Z
1714,Russell,Greene,russell.greene253@gmail.com,(202) 494-6730,2001-07-24,M,silver,1,2023-08-28T02:09:42Z
1715,Landon,Cox,landon.cox5050@gmail.com,(478) 935-5481,1956-09-01,M,platinum,1,2023-08-28T04:23:30Z
1716,Richard,Henderson,richard.henderson4261@pnc.com,(978) 668-2552,1976-04-22,M,silver,1,2023-08-28T22:35:20Z
1717,Kathryn,Ward,kathryn.ward6307@gmail.com,(520) 867-4777,1975-10-13,F,gold,1,2023-08-29T15:07:06Z
1718,Paige,Griffin,paige.griffin9008@hotmail.com,(317) 423-9127,1960-06-15,F,bronze,1,2023-08-29T18:15:04Z
1719,Stella,Gordon,stella.gordon766@gmail.com,(303) 326-7709,1965-03-10,F,bronze,1,2023-08-30T17:52:48Z
1720,Philip,Adams,philip.adams8202@icloud.com,(225) 660-7572,1991-07-11,M,gold,1,2023-08-31T21:32:28Z
1721,Ella,Cunningham,ella.cunningham4226@icloud.com,(713) 352-3471,1995-01-05,F,silver,1,2023-09-01T03:15:35Z
1722,Max,Rios,max.rios2886@gmail.com,(205) 998-7666,1969-11-25,M,silver,1,2023-09-01T18:02:40Z
1723,Violet,Espinoza,violet.espinoza6244@dell.com,(717) 569-3677,1991-09-03,F,bronze,1,2023-09-02T09:22:53Z
1724,Xavier,Carroll,xavier.carroll1791@gmail.com,(213) 782-9043,2001-07-02,M,bronze,1,2023-09-02T17:29:34Z
1725,Molly,Diaz,molly.diaz6642@gmail.com,(405) 830-0246,2004-10-25,F,silver,1,2023-09-02T19:17:21Z
1726,Luna,Gutierrez,luna.gutierrez3465@gmail.com,(330) 763-6838,1970-03-11,F,silver,1,2023-09-03T00:54:19Z
1727,Bennett,Clark,bennett.clark5434@gmail.com,(502) 307-2440,1998-01-02,M,bronze,1,2023-09-03T07:45:11Z
1728,Tyler,Contreras,tyler.contreras662@gmail.com,(510) 514-3245,1984-11-22,M,bronze,1,2023-09-03T14:36:50Z
1729,Lucy,Berry,lucy.berry1950@icloud.com,(201) 281-1422,1979-11-06,F,gold,1,2023-09-04T19:20:24Z
1730,Alan,Salazar,alan.salazar4552@me.com,(319) 548-8200,1972-07-24,M,silver,1,2023-09-05T05:51:45Z
1731,Gabriella,Tucker,gabriella.tucker2089@gmail.com,(949) 214-4192,1971-02-22,F,bronze,1,2023-09-05T06:25:44Z
1732,Patrick,Ryan,patrick.ryan7815@pg.com,(714) 819-1927,1994-04-04,M,bronze,1,2023-09-05T16:12:40Z
1733,Susan,Valdez,susan.valdez4745@gmail.com,(815) 672-6917,1979-04-06,F,silver,1,2023-09-05T21:37:48Z
1734,Roman,Brooks,roman.brooks6106@icloud.com,(901) 891-8283,1973-06-10,M,bronze,1,2023-09-06T01:53:56Z
1735,Calvin,Sims,calvin.sims4633@gmail.com,(239) 883-1176,1962-03-23,M,bronze,1,2023-09-06T04:38:32Z
1736,Jeffrey,Fernandez,jeffrey.fernandez7217@gmail.com,(202) 299-3183,1991-01-09,M,bronze,0,2023-09-06T11:54:56Z
1737,Aaron,Crawford,aaron.crawford4689@google.com,(337) 917-2207,2001-04-27,M,bronze,1,2023-09-06T20:40:43Z
1738,Pauline,Fox,pauline.fox5812@yahoo.com,(305) 896-2504,1996-04-21,F,bronze,1,2023-09-07T20:57:17Z
1739,Silas,Bell,silas.bell2005@gmail.com,(865) 416-1094,1997-06-08,M,bronze,1,2023-09-08T00:08:00Z
1740,Charles,Olson,charles.olson2551@siemens.com,(507) 753-7037,1989-01-12,M,bronze,1,2023-09-08T09:58:55Z
1741,Alexandra,Li,alexandra.li140@icloud.com,(714) 645-6284,1964-10-25,F,bronze,1,2023-09-08T12:51:04Z
1742,Doris,Gonzales,doris.gonzales8912@gmail.com,(847) 218-0282,2002-03-15,F,silver,1,2023-09-08T22:18:42Z
1743,Samuel,O'Brien,samuel.obrien5402@icloud.com,(763) 897-4509,1994-08-25,M,platinum,1,2023-09-09T00:19:57Z
1744,George,Long,george.long6204@gmail.com,(850) 406-9478,1985-10-02,M,silver,1,2023-09-09T03:47:32Z
1745,Ryker,McCoy,ryker.mccoy6202@gmail.com,(910) 313-3277,1975-11-10,M,bronze,1,2023-09-11T03:38:23Z
1746,Brooke,Larson,brooke.larson968@gmail.com,(757) 866-9013,1994-04-01,F,bronze,1,2023-09-11T21:52:35Z
1747,Aurora,Mendoza,aurora.mendoza8233@gmail.com,(559) 412-0907,1992-03-12,F,bronze,1,2023-09-12T12:05:47Z
1748,Irene,Lane,irene.lane4171@icloud.com,(512) 307-9011,2003-05-28,F,silver,1,2023-09-12T12:33:58Z
1749,Maddox,Henry,maddox.henry6544@hotmail.com,(727) 998-3162,1974-03-28,M,bronze,1,2023-09-12T18:09:53Z
1750,Justin,Nelson,justin.nelson7008@gmail.com,(210) 701-0450,1962-09-17,M,bronze,0,2023-09-12T21:33:24Z
1751,Mildred,Carpenter,mildred.carpenter7455@gmail.com,(775) 324-6845,1971-05-27,F,gold,1,2023-09-13T13:31:28Z
1752,Alexander,Simpson,alexander.simpson4541@gmail.com,(281) 768-4984,1971-04-05,M,silver,0,2023-09-13T16:53:22Z
1753,Piper,Howard,piper.howard7404@icloud.com,(253) 629-6878,1956-10-05,F,bronze,1,2023-09-13T18:21:23Z
1754,Katelyn,Henry,katelyn.henry923@gmail.com,(801) 232-3080,1969-01-27,F,bronze,1,2023-09-13T22:20:29Z
1755,Isaac,Vega,isaac.vega7394@gmail.com,(801) 687-9209,1980-03-12,M,gold,1,2023-09-15T00:57:06Z
1756,Janice,Rogers,janice.rogers6997@outlook.com,(954) 459-2794,1959-02-01,F,bronze,1,2023-09-15T15:00:10Z
1757,Luke,Jones,luke.jones6101@ibm.com,(860) 584-4228,1976-07-15,M,silver,1,2023-09-15T23:14:12Z
1758,Ryan,Reed,ryan.reed7653@icloud.com,(419) 356-5920,1994-06-16,M,gold,1,2023-09-16T21:20:25Z
1759,Grayson,Goodwin,grayson.goodwin7168@outlook.com,(314) 508-6789,1998-05-01,M,silver,1,2023-09-17T23:04:13Z
1760,Nancy,Tran,nancy.tran1897@gmail.com,(510) 936-4294,1980-08-27,F,bronze,1,2023-09-18T04:58:24Z
1761,Timothy,Ross,timothy.ross8740@icloud.com,(915) 371-5551,1980-10-24,M,bronze,1,2023-09-19T19:41:50Z
1762,Arthur,Gray,arthur.gray3179@gmail.com,(702) 457-9653,1971-08-26,M,gold,1,2023-09-20T00:30:12Z
1763,Leah,Walsh,leah.walsh978@gmail.com,(915) 818-3219,2003-10-21,F,bronze,1,2023-09-22T03:31:12Z
1764,Lauren,Long,lauren.long1153@gmail.com,(412) 673-5245,1961-08-04,F,platinum,1,2023-09-22T09:57:39Z
1765,Tucker,Fox,tucker.fox931@icloud.com,(405) 723-0012,1991-08-15,M,bronze,1,2023-09-22T11:57:37Z
1766,Josephine,Perkins,josephine.perkins1764@live.com,(317) 424-3151,2002-11-28,F,bronze,1,2023-09-23T03:06:01Z
1767,Levi,Brooks,levi.brooks8949@icloud.com,(408) 483-7759,1983-05-24,M,silver,1,2023-09-23T12:15:58Z
1768,David,Marshall,david.marshall4560@icloud.com,(202) 575-3395,2004-05-13,M,silver,1,2023-09-24T22:31:26Z
1769,Gabriel,Black,gabriel.black2546@live.com,(865) 662-5638,1985-07-25,M,bronze,1,2023-09-25T08:32:18Z
1770,Katherine,Ryan,katherine.ryan2725@gmail.com,(405) 719-1472,2001-11-04,F,bronze,1,2023-09-25T23:33:19Z
1771,Abigail,Gilbert,abigail.gilbert2510@icloud.com,(210) 454-2978,1960-12-23,F,silver,1,2023-09-27T07:06:12Z
1772,Karen,Owens,karen.owens1844@gmail.com,(253) 427-6138,1983-02-05,F,bronze,1,2023-09-27T07:27:11Z
1773,Addison,Hale,addison.hale2207@gmail.com,(812) 296-3859,1995-10-25,F,silver,1,2023-09-27T09:07:38Z
1774,Vivian,Barnes,vivian.barnes5666@bcg.com,(915) 944-3529,1974-05-16,F,gold,1,2023-09-27T12:52:10Z
1775,Carl,Perry,carl.perry2703@icloud.com,(832) 510-0032,1998-10-21,M,bronze,1,2023-09-28T18:05:36Z
1776,Audrey,Rose,audrey.rose4747@gmail.com,(216) 510-8926,1967-01-26,F,bronze,1,2023-09-29T15:59:16Z
1777,Regina,Hamilton,regina.hamilton3985@icloud.com,(212) 281-9352,1977-04-10,F,silver,1,2023-09-30T08:22:54Z
1778,Isabella,Carlson,isabella.carlson5883@hp.com,(323) 403-5218,1983-05-21,F,bronze,1,2023-10-01T00:49:57Z
1779,Scarlett,Bell,scarlett.bell2707@charter.net,(325) 896-5807,1997-12-21,F,bronze,1,2023-10-01T01:08:46Z
1780,Johnny,Crawford,johnny.crawford7081@yahoo.com,(219) 315-4616,2000-08-15,M,bronze,1,2023-10-01T15:19:17Z
1781,Louise,Parsons,louise.parsons7306@gmail.com,(859) 287-9400,1994-09-06,F,silver,1,2023-10-01T16:48:33Z
1782,Jocelyn,Powell,jocelyn.powell8736@icloud.com,(352) 378-6783,1988-03-23,F,bronze,1,2023-10-03T13:50:48Z
1783,Judy,Shaw,judy.shaw9091@icloud.com,(303) 929-4340,1959-03-16,F,gold,1,2023-10-03T23:10:16Z
1784,Sara,Watkins,sara.watkins1628@yahoo.com,(801) 781-6313,2001-07-06,F,bronze,1,2023-10-03T23:18:10Z
1785,Rhonda,Vargas,rhonda.vargas8816@gmail.com,(602) 860-4659,1986-09-19,F,silver,1,2023-10-04T00:58:38Z
1786,Dawn,Stephens,dawn.stephens2435@live.com,(815) 540-9061,1999-09-04,F,gold,1,2023-10-04T07:09:41Z
1787,Riley,Robinson,riley.robinson433@gmail.com,(302) 468-0001,2004-07-04,F,gold,1,2023-10-04T08:05:55Z
1788,Adrian,Contreras,adrian.contreras6806@gmail.com,(574) 512-2260,1956-09-28,M,bronze,1,2023-10-04T13:36:38Z
1789,Eleanor,Armstrong,eleanor.armstrong4045@gmail.com,(202) 325-0875,1980-03-06,F,silver,1,2023-10-05T14:34:20Z
1790,Bryan,Snyder,bryan.snyder2085@gmail.com,(215) 262-8830,1982-09-04,M,bronze,1,2023-10-05T19:52:11Z
1791,Monica,Stewart,monica.stewart5864@icloud.com,(312) 766-8973,1960-03-08,F,gold,1,2023-10-06T00:14:44Z
1792,Hazel,Roberts,hazel.roberts5894@hotmail.com,(570) 375-0928,1977-05-16,F,bronze,0,2023-10-06T02:37:19Z
1793,Benjamin,Brown,benjamin.brown5618@gmail.com,(248) 249-3689,1983-09-08,M,silver,1,2023-10-06T11:35:55Z
1794,Maverick,Hart,maverick.hart2751@gmail.com,(775) 354-1271,2004-12-26,M,gold,1,2023-10-07T05:55:22Z
1795,Felix,Allen,felix.allen388@kelloggs.com,(571) 542-1750,1957-11-18,M,silver,1,2023-10-09T17:02:09Z
1796,Pamela,Freeman,pamela.freeman577@gmail.com,(918) 700-5169,1997-10-10,F,bronze,1,2023-10-09T23:50:10Z
1797,Jace,Russell,jace.russell2490@ibm.com,(716) 564-8746,1979-01-13,M,silver,1,2023-10-10T08:01:16Z
1798,Theodore,Ellis,theodore.ellis967@gmail.com,(251) 495-6487,1972-02-26,M,bronze,1,2023-10-10T12:03:56Z
1799,Lori,Cruz,lori.cruz3753@macys.com,(713) 732-4967,1991-05-12,F,silver,1,2023-10-11T01:19:23Z
1800,Amanda,Lawrence,amanda.lawrence1800@outlook.com,(901) 289-3950,1960-10-16,F,bronze,1,2023-10-11T16:09:43Z
1801,Greyson,Adams,greyson.adams1418@icloud.com,(337) 530-7056,1961-03-14,M,bronze,1,2023-10-11T21:10:55Z
1802,Tristan,Austin,tristan.austin6355@icloud.com,(601) 456-5226,2004-03-10,M,bronze,0,2023-10-12T14:32:38Z
1803,Marcus,Chavez,marcus.chavez3084@microsoft.com,(203) 337-0586,1968-09-15,M,gold,1,2023-10-12T19:09:40Z
1804,Brooklyn,Gardner,brooklyn.gardner4365@microsoft.com,(626) 548-6798,1981-06-20,F,bronze,1,2023-10-12T21:33:59Z
1805,Beverly,Cunningham,beverly.cunningham3068@icloud.com,(231) 549-7088,1983-06-07,F,bronze,1,2023-10-12T22:20:19Z
1806,Destiny,Cooper,destiny.cooper4131@yahoo.com,(786) 737-1112,1987-11-21,F,bronze,1,2023-10-13T17:05:36Z
1807,Carolyn,Jacobs,carolyn.jacobs7893@gmail.com,(682) 813-2172,1988-01-27,F,silver,1,2023-10-13T20:21:53Z
1808,Anthony,Wilson,anthony.wilson3543@comcast.com,(210) 324-7640,1995-05-04,M,bronze,1,2023-10-13T22:08:27Z
1809,Samantha,Simpson,samantha.simpson244@dell.com,(334) 546-5477,1972-05-25,F,bronze,1,2023-10-14T16:20:02Z
1810,Sydney,Wallace,sydney.wallace800@icloud.com,(303) 648-8367,1956-04-12,F,gold,1,2023-10-14T18:37:12Z
1811,Carson,Matthews,carson.matthews795@icloud.com,(209) 849-2175,1988-04-19,M,gold,1,2023-10-15T00:01:12Z
1812,Julie,Patterson,julie.patterson3370@yahoo.com,(408) 793-4247,1970-05-19,F,bronze,1,2023-10-15T07:14:46Z
1813,Cheryl,Johnston,cheryl.johnston1936@icloud.com,(412) 321-5361,1978-10-10,F,bronze,1,2023-10-15T07:48:22Z
1814,Hailey,French,hailey.french219@outlook.com,(775) 494-8430,2000-03-07,F,bronze,1,2023-10-15T14:14:56Z
1815,Ivy,Williams,ivy.williams6144@icloud.com,(314) 699-6426,1974-12-09,F,bronze,1,2023-10-15T16:12:40Z
1816,Caleb,Price,caleb.price1447@gmail.com,(816) 827-5206,1989-02-04,M,silver,1,2023-10-17T08:47:20Z
1817,Victor,Hicks,victor.hicks4524@yahoo.com,(916) 637-8303,1971-09-06,M,bronze,1,2023-10-17T09:56:43Z
1818,Gary,Wagner,gary.wagner3685@gmail.com,(202) 729-0717,2004-12-23,M,bronze,1,2023-10-17T19:46:14Z
1819,River,Ray,river.ray2309@gmail.com,(804) 686-4880,1977-11-01,M,platinum,1,2023-10-17T21:29:36Z
1820,Janet,Morales,janet.morales6370@icloud.com,(336) 705-3961,1973-03-09,F,bronze,1,2023-10-18T00:13:01Z
1821,Serenity,Edwards,serenity.edwards7063@gmail.com,(513) 776-9487,1981-04-21,F,silver,1,2023-10-18T00:19:46Z
1822,Leilani,Mason,leilani.mason373@icloud.com,(202) 900-0552,1990-01-24,F,bronze,1,2023-10-18T13:20:33Z
1823,Georgia,Stevens,georgia.stevens3628@gmail.com,(406) 498-9356,1983-12-16,F,silver,1,2023-10-18T19:43:22Z
1824,Miles,Coleman,miles.coleman2007@icloud.com,(401) 338-7003,1975-05-15,M,bronze,1,2023-10-18T22:01:51Z
1825,Hunter,Bryant,hunter.bryant6060@gmail.com,(305) 212-7269,1971-07-24,M,bronze,1,2023-10-19T06:12:04Z
1826,Joanne,Evans,joanne.evans5091@icloud.com,(651) 751-3127,1986-02-02,F,bronze,1,2023-10-20T03:56:40Z
1827,Barbara,Jimenez,barbara.jimenez3909@gmail.com,(202) 792-6923,1973-09-08,F,bronze,1,2023-10-20T13:33:53Z
1828,Sean,Munoz,sean.munoz4120@nike.com,(617) 744-0063,1977-03-03,M,gold,1,2023-10-20T23:28:23Z
1829,Jessica,Stone,jessica.stone1420@microsoft.com,(254) 612-0144,1963-02-10,F,bronze,1,2023-10-22T00:22:42Z
1830,Oliver,Wright,oliver.wright6032@hotmail.com,(571) 332-9539,1994-03-27,M,bronze,1,2023-10-22T06:15:38Z
1831,Ethan,Jenkins,ethan.jenkins2233@gmail.com,(386) 422-1231,1960-04-15,M,bronze,1,2023-10-23T01:14:31Z
1832,Jackson,Parker,jackson.parker426@gmail.com,(785) 695-2468,1968-09-16,M,gold,1,2023-10-24T03:21:04Z
1833,Hudson,Simmons,hudson.simmons3449@icloud.com,(864) 333-8824,1969-05-21,M,bronze,1,2023-10-24T05:03:15Z
1834,Eva,Chambers,eva.chambers2698@marriott.com,(609) 395-0290,1978-08-15,F,silver,1,2023-10-25T01:34:30Z
1835,Lincoln,Hunt,lincoln.hunt2453@gmail.com,(325) 521-9530,1964-02-19,M,bronze,1,2023-10-25T02:20:22Z
1836,Bryson,Ramirez,bryson.ramirez6305@yahoo.com,(720) 969-5633,2000-07-23,M,bronze,1,2023-10-25T05:52:41Z
1837,Brittney,Gordon,brittney.gordon7243@gmail.com,(202) 234-3588,1998-10-14,F,bronze,1,2023-10-25T06:46:12Z
1838,Quinn,Mitchell,quinn.mitchell1783@gmail.com,(937) 739-3173,1981-01-24,F,bronze,1,2023-10-25T18:01:29Z
1839,Walter,Murray,walter.murray8073@me.com,(217) 710-0906,2001-05-24,M,bronze,1,2023-10-26T02:23:59Z
1840,Dorothy,Thompson,dorothy.thompson2735@microsoft.com,(540) 454-2285,1985-03-03,F,bronze,1,2023-10-26T06:35:51Z
1841,Alyssa,Miller,alyssa.miller7876@icloud.com,(573) 929-2951,1994-08-18,F,silver,1,2023-10-26T08:25:36Z
1842,Stephen,Burns,stephen.burns1544@yahoo.com,(314) 901-4256,1971-11-16,M,silver,0,2023-10-28T10:09:30Z
1843,Judith,Peterson,judith.peterson3296@gmail.com,(860) 381-2442,1975-12-09,F,bronze,1,2023-10-29T02:52:44Z
1844,Kenneth,Bishop,kenneth.bishop9082@icloud.com,(716) 892-3765,1997-04-07,M,platinum,1,2023-10-29T06:10:36Z
1845,Louis,Mendoza,louis.mendoza946@gmail.com,(540) 860-1842,1990-11-15,M,bronze,0,2023-10-29T09:43:43Z
1846,Michael,James,michael.james609@gmail.com,(316) 652-7383,1979-07-14,M,bronze,1,2023-10-30T05:51:30Z
1847,Jason,Pierce,jason.pierce3069@hotmail.com,(516) 274-0189,1981-07-09,M,bronze,1,2023-10-30T15:28:56Z
1848,Claire,Knight,claire.knight5486@gmail.com,(313) 286-4260,1991-07-20,F,bronze,1,2023-10-31T21:18:02Z
1849,Juan,Martin,juan.martin6058@outlook.com,(915) 710-0942,1968-11-20,M,silver,1,2023-11-01T09:23:32Z
1850,Teresa,Delgado,teresa.delgado8177@ibm.com,(847) 480-5336,1960-10-13,F,bronze,1,2023-11-01T12:20:24Z
1851,William,Wells,william.wells6362@gmail.com,(407) 525-0156,2003-05-22,M,bronze,1,2023-11-01T15:30:45Z
1852,Wesley,Harper,wesley.harper8017@ibm.com,(434) 675-4847,1999-09-26,M,bronze,1,2023-11-01T15:44:13Z
1853,Colton,Torres,colton.torres4289@microsoft.com,(312) 742-0853,1981-12-24,M,bronze,1,2023-11-01T20:19:40Z
1854,Catherine,Newman,catherine.newman1309@icloud.com,(315) 477-4821,1979-05-01,F,bronze,1,2023-11-02T05:28:45Z
1855,Hazel,Dixon,hazel.dixon283@microsoft.com,(817) 272-0627,1985-02-02,F,gold,1,2023-11-02T10:00:02Z
1856,Mark,Boyd,mark.boyd6684@gmail.com,(520) 550-1348,2003-05-02,M,bronze,1,2023-11-02T16:18:10Z
1857,Ariana,Ortega,ariana.ortega8549@honeywell.com,(602) 891-9209,1967-02-04,F,gold,1,2023-11-03T03:19:31Z
1858,Harrison,Fernandez,harrison.fernandez3908@gmail.com,(916) 923-0271,1998-07-07,M,silver,1,2023-11-03T06:36:44Z
1859,Vincent,Nichols,vincent.nichols2907@icloud.com,(954) 586-0159,1968-01-19,M,silver,1,2023-11-03T10:05:04Z
1860,Becky,Burke,becky.burke7001@gmail.com,(505) 366-9624,1964-05-10,F,bronze,1,2023-11-03T12:10:40Z
1861,Evelyn,Turner,evelyn.turner2745@gmail.com,(949) 400-1763,1998-07-21,F,bronze,1,2023-11-03T14:41:51Z
1862,Ann,Henderson,ann.henderson5291@gmail.com,(203) 216-0163,1982-12-16,F,silver,1,2023-11-03T15:56:01Z
1863,Skylar,Moore,skylar.moore637@gmail.com,(303) 854-7308,1979-12-03,F,bronze,1,2023-11-03T21:45:59Z
1864,Jacqueline,Le,jacqueline.le3647@jpmorgan.com,(423) 782-1354,1986-06-16,F,bronze,1,2023-11-04T06:46:36Z
1865,Bradley,Kelly,bradley.kelly8730@outlook.com,(571) 765-0631,1967-06-11,M,gold,0,2023-11-04T07:46:13Z
1866,Danielle,Patel,danielle.patel6646@icloud.com,(313) 784-1817,2003-11-03,F,bronze,1,2023-11-04T15:01:23Z
1867,Connie,Wood,connie.wood4003@icloud.com,(515) 681-4848,1983-10-22,F,silver,1,2023-11-05T05:52:53Z
1868,Cindy,Silva,cindy.silva4338@gmail.com,(260) 881-4039,2001-09-07,F,silver,1,2023-11-05T17:34:08Z
1869,Jesse,Maldonado,jesse.maldonado2553@gmail.com,(816) 320-1586,1955-12-16,M,silver,1,2023-11-05T19:13:38Z
1870,Crystal,Cox,crystal.cox721@gmail.com,(603) 484-7879,2000-08-21,F,bronze,1,2023-11-05T23:03:49Z
1871,Anita,Rivera,anita.rivera3944@gmail.com,(804) 426-2191,1972-11-01,F,gold,1,2023-11-06T01:59:59Z
1872,Peter,Willis,peter.willis2765@pnc.com,(605) 767-2722,1995-02-04,M,gold,1,2023-11-07T03:01:53Z
1873,Brandy,Nelson,brandy.nelson7481@gmail.com,(850) 852-4818,1957-05-15,F,bronze,1,2023-11-07T20:47:49Z
1874,Gladys,Duncan,gladys.duncan5328@icloud.com,(513) 959-0241,1973-10-02,F,silver,1,2023-11-07T21:19:36Z
1875,Raymond,Dunn,raymond.dunn4535@gmail.com,(706) 203-0068,1981-07-03,M,bronze,1,2023-11-08T04:30:28Z
1876,Dennis,Palmer,dennis.palmer5455@gmail.com,(812) 755-6649,1968-10-05,M,bronze,1,2023-11-08T05:03:31Z
1877,Autumn,Hayes,autumn.hayes5104@yahoo.com,(913) 558-8473,1986-07-14,F,silver,1,2023-11-08T09:45:00Z
1878,Wesley,Peters,wesley.peters1061@microsoft.com,(805) 913-7444,1959-03-25,M,bronze,1,2023-11-08T23:52:58Z
1879,Scott,Kennedy,scott.kennedy100@gmail.com,(323) 329-9376,1969-08-27,M,bronze,0,2023-11-09T02:39:52Z
1880,Florence,Sandoval,florence.sandoval307@schwab.com,(786) 506-8858,1984-05-01,F,bronze,1,2023-11-09T10:58:19Z
1881,Gavin,Dominguez,gavin.dominguez1097@gmail.com,(570) 325-7421,1955-08-12,M,silver,1,2023-11-09T19:53:57Z
1882,Ashton,Gutierrez,ashton.gutierrez5853@microsoft.com,(936) 429-3712,1980-06-11,M,silver,1,2023-11-09T21:37:42Z
1883,Emma,Murphy,emma.murphy820@microsoft.com,(786) 702-8282,2004-01-20,F,silver,1,2023-11-10T00:30:54Z
1884,Connor,Andrews,connor.andrews1513@gmail.com,(816) 237-5450,1978-01-14,M,silver,1,2023-11-10T04:24:27Z
1885,Kristin,Alvarez,kristin.alvarez3679@gmail.com,(816) 715-8048,1979-03-04,F,bronze,1,2023-11-11T16:33:39Z
1886,Helen,Richards,helen.richards8868@icloud.com,(651) 483-5623,1964-12-25,F,silver,0,2023-11-11T22:50:06Z
1887,Ellen,Greene,ellen.greene7711@outlook.com,(770) 946-9275,1986-08-05,F,silver,1,2023-11-12T16:30:41Z
1888,Steven,Alvarado,steven.alvarado5714@gmail.com,(972) 986-2032,1992-11-15,M,silver,1,2023-11-13T06:18:36Z
1889,Kristen,Morris,kristen.morris4251@gmail.com,(202) 696-1978,1980-05-03,F,gold,1,2023-11-14T09:55:00Z
1890,Kelly,Perez,kelly.perez7051@gmail.com,(515) 460-1397,1994-09-08,F,gold,1,2023-11-14T11:53:24Z
1891,Allison,Jordan,allison.jordan2263@icloud.com,(202) 530-9040,1981-12-20,F,gold,1,2023-11-14T14:10:16Z
1892,Cassandra,McCoy,cassandra.mccoy6707@icloud.com,(501) 296-7370,1992-05-12,F,bronze,1,2023-11-15T21:32:11Z
1893,Parker,Vasquez,parker.vasquez8625@icloud.com,(253) 945-0609,1987-06-22,M,bronze,1,2023-11-17T08:38:18Z
1894,Joshua,Myers,joshua.myers1972@gmail.com,(405) 580-6928,2003-09-09,M,bronze,0,2023-11-18T11:19:42Z
1895,Alice,Scott,alice.scott7337@ibm.com,(256) 310-0077,1967-03-27,F,silver,1,2023-11-18T16:27:51Z
1896,Roy,Sanders,roy.sanders5812@gmail.com,(970) 901-1048,1991-05-04,M,bronze,0,2023-11-19T22:12:32Z
1897,Douglas,Romero,douglas.romero7617@microsoft.com,(501) 807-0188,1974-05-13,M,bronze,1,2023-11-20T06:29:22Z
1898,Christopher,Bailey,christopher.bailey8631@gmail.com,(240) 559-0925,1977-09-28,M,silver,1,2023-11-20T14:27:17Z
1899,Cameron,Ferguson,cameron.ferguson5199@icloud.com,(209) 639-3030,1994-03-13,M,silver,0,2023-11-20T16:45:39Z
1900,Ryder,McDonald,ryder.mcdonald4702@yahoo.com,(901) 809-5878,1968-08-11,M,silver,1,2023-11-20T17:20:20Z
1901,Ruby,Medina,ruby.medina169@yahoo.com,(918) 790-1768,1989-12-12,F,bronze,1,2023-11-20T21:45:21Z
1902,Angela,Hansen,angela.hansen5921@icloud.com,(859) 254-0724,1961-03-26,F,gold,1,2023-11-21T18:10:26Z
1903,Betty,Castro,betty.castro1191@gmail.com,(571) 888-2623,1994-10-24,F,silver,1,2023-11-22T06:23:18Z
1904,Kaitlyn,Johnson,kaitlyn.johnson3729@icloud.com,(304) 770-9228,1997-07-03,F,gold,1,2023-11-22T07:25:36Z
1905,Ezra,Holmes,ezra.holmes4184@icloud.com,(408) 774-0325,1955-05-06,M,bronze,1,2023-11-22T09:56:23Z
1906,Heather,Campbell,heather.campbell1769@outlook.com,(678) 375-1669,1992-08-12,F,bronze,1,2023-11-22T13:58:12Z
1907,Harold,Franklin,harold.franklin2982@gmail.com,(512) 710-4879,1993-10-20,M,gold,1,2023-11-23T15:39:58Z
